"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,79.6,91.1,71.8,69.9,84.5,58.2,NA,100.1,21.7,67.3,54.3,83,102.6,93.2,76.7,58.5,100.8,83.5,58.3,21.7
"historical",1851,86.3,63.4,75.7,59.7,72.4,71.9,58.1,119.3,30.1,60.1,44.2,78,83.2,84.7,53.4,68.6,124.4,70.3,91.9,30.1
"historical",1852,63,68.4,60,63.2,66.3,56.6,79.6,124.9,44.4,66.7,52,80.2,91.4,69.4,78.1,70.4,84.8,86.3,73.4,44.4
"historical",1853,91.5,77.7,71.1,79.9,60.5,67.6,75.6,94.3,36.4,41.8,62.1,86.7,108.6,81.9,73.3,67.9,86.6,94.4,79.5,36.4
"historical",1854,70.5,83.9,65.2,77.1,75.9,54.8,65.8,90.4,49.4,87.5,36.5,83,115.2,67.7,69.5,65.8,90.1,89,99.8,36.5
"historical",1855,69.8,81.2,61.1,56.2,58.4,48.2,73.4,83.8,6.7,67.8,50.5,73.8,135.6,55.3,80.4,65.8,109.8,57.4,89.9,6.7
"historical",1856,54.7,61.5,37.6,72.5,58.4,70.3,62.9,99.2,63.1,75.7,37.7,86.6,134.9,96.7,74.7,64.2,102,82.8,63.4,37.6
"historical",1857,78,69.8,68.5,51,64.5,65.7,50.7,84.6,28.8,94.7,45.4,91.8,121.9,71,85.7,65.9,79.7,99.9,60.8,28.8
"historical",1858,69.1,64.4,81.4,74.5,87.3,61.7,53.9,103.5,47.4,81.7,42.1,79.6,125.1,72,65.6,71.9,99.6,56.6,71,42.1
"historical",1859,58.3,69.3,53.5,66.1,57,46.6,65,81.5,26.7,68,76,92.4,119.8,90,70.4,68.7,70.3,83.7,65.5,26.7
"historical",1860,40.2,68.3,71.3,53.2,70.1,63.9,90.3,110.5,33.9,76,39.2,87.1,121.4,86.5,53.9,63.3,127,85,69.1,33.9
"historical",1861,64.7,72.5,73.2,45,67.6,52.5,79.3,96,42.6,66.3,52.1,94.3,111.9,69.4,46.8,75.5,86.3,82.7,57.7,42.6
"historical",1862,74.3,87.7,51,77.1,55.6,71.4,75,105.4,39.7,94.9,54.5,65.1,124.2,66.5,78.8,72.1,79.8,85.9,70.6,39.7
"historical",1863,72.1,73.4,60,72.5,81.8,70.7,48.8,98.4,35.1,63.2,60.3,88.3,129.9,92.4,80.5,59.7,84.8,81.4,47.2,35.1
"historical",1864,67.5,77.3,58,52.1,60.7,54.7,51.7,91.2,28.9,78.1,59.3,84.8,111.6,80,80.4,62.3,93.6,63.7,79.2,28.9
"historical",1865,68.7,62.8,57.7,73.3,63.2,44.8,64.5,83.7,27.9,89.8,57,77.1,98.2,74.1,77.3,63.3,98.1,85.3,68.9,27.9
"historical",1866,55.3,67.3,93.2,59.8,68.5,73.9,67.7,92.4,44.3,56.8,48.7,97.8,117.2,55.4,69.3,64.2,120.2,60.9,89.3,44.3
"historical",1867,63.1,76.2,63.3,74.1,64.4,67,46.4,112.1,34.3,73.4,56.7,103.7,120.6,61.9,92.7,68.2,89.7,67.5,65.1,34.3
"historical",1868,73.5,66.7,71.4,69.8,87,62.6,38.7,90.6,37.1,62.2,52.9,78.5,128.4,74.3,56.1,60.1,114.8,79.5,61.6,37.1
"historical",1869,53.3,80.6,66.6,50.3,75.1,40.7,38,98.9,28,58.2,47.5,84.9,146.8,61.3,82.3,67.1,101.1,69.2,83.9,28
"historical",1870,70.6,62.4,60.9,78.5,62,68.3,47.5,83.6,35.7,79.9,55.1,87.7,97.3,70.6,84.6,63.3,98.8,87.4,60.1,35.7
"historical",1871,55.1,86.4,96.8,51.4,71.1,53.6,46.3,114.8,44.8,62.9,53.3,53.2,114.1,88,84.6,63.7,96.3,78.4,70.9,44.8
"historical",1872,63.7,65.9,67.1,57.5,79.8,61.9,46.4,114.2,45,76.9,73.2,82.5,127.7,69.8,75.6,70.3,88.6,83.9,70.1,45
"historical",1873,58.5,84.8,58.6,70.5,70.8,51.1,61.7,80.9,26.5,89.2,56.3,76.6,111.5,71,56.2,61.5,81.7,82.8,55.8,26.5
"historical",1874,66.8,74.5,69.8,67.3,65.2,68.9,71.3,102.3,47.8,69.3,33.9,78.2,127.7,70.6,67.7,47.1,91.8,72.4,66.4,33.9
"historical",1875,52.3,72.6,61.3,86.6,75.6,53.2,64.7,94.5,14.1,64.9,52.9,86.4,136.3,74.3,89.8,61.1,90,76.5,60.8,14.1
